,Unnamed: 0,nctid,CUI,standard_name,measure_type,measure_id,standard_measuer_id
60,114,NCT04107402,0,"Assessment of coagulopathy, Platelets activation and Platelets-Neutrophils interplay",Comparator,intervention_115,standard_inter_64
61,124,NCT04169542,C1882515,Questionnaire Administration,Comparator,intervention_125,standard_inter_66
62,125,NCT04233268,0,Rapid Pathogen Detection,Comparator,intervention_126,standard_inter_67
63,126,NCT04233268,0,Rapid Pathogen Detection,Comparator,intervention_127,standard_inter_67
64,127,NCT04233268,0,Rapid Pathogen Detection,Comparator,intervention_128,standard_inter_67
65,130,NCT04244591,C2936643,Standard of Care,Comparator,intervention_131,standard_inter_43
66,132,NCT04245631,0,Recombinase aided amplification (RAA) assay,Comparator,intervention_133,standard_inter_69
67,134,NCT04247620,0,Peer Mentor Delivery,Comparator,intervention_135,standard_inter_71
68,137,NCT04251767,C0032042,Placebo,Comparator,intervention_138,standard_inter_4
69,139,NCT04251871,0,"Conventional medicines (Oxygen therapy, alfa interferon via aerosol inhalation, and lopinavir/ritonavir)",Comparator,intervention_140,standard_inter_74
70,145,NCT04252664,C0032042,Placebo,Comparator,intervention_146,standard_inter_4
71,147,NCT04252885,C0254211,Arbidol,Comparator,intervention_148,standard_inter_79
72,159,NCT04257656,C0032042,Placebo,Comparator,intervention_160,standard_inter_4
73,164,NCT04260594,0,basic treatment,Comparator,intervention_165,standard_inter_81
74,170,NCT04261426,C2936643,Standard of Care,Comparator,intervention_171,standard_inter_43
75,174,NCT04261907,0,lopinavir/ritonavir group,Comparator,intervention_175,standard_inter_86
76,178,NCT04264533,C5203481,Sterile Water for Injection,Comparator,intervention_179,standard_inter_88
77,180,NCT04264858,0,γ-Globulin,Comparator,intervention_181,standard_inter_90
78,183,NCT04268537,C2936643,Standard of Care,Comparator,intervention_184,standard_inter_43
79,191,NCT04273529,C0032042,Placebo,Comparator,intervention_192,standard_inter_4
80,193,NCT04273581,C0032042,Placebo,Comparator,intervention_194,standard_inter_4
81,196,NCT04273646,C0032042,Placebo,Comparator,intervention_197,standard_inter_4
82,200,NCT04273763,C3853628,Granule,Comparator,intervention_201,standard_inter_73
83,201,NCT04273763,0,Recombinant Human Interferon α2b Spray,Comparator,intervention_202,standard_inter_95
84,202,NCT04274322,0,Nutrition support,Comparator,intervention_203,standard_inter_96
85,203,NCT04274322,0,Nutrition support,Comparator,intervention_204,standard_inter_96
86,205,NCT04275388,C1272883,Injection,Comparator,intervention_206,standard_inter_97
87,206,NCT04275388,C0939237,lopinavir / ritonavir,Comparator,intervention_207,standard_inter_98
88,207,NCT04275388,C0939237,lopinavir / ritonavir,Comparator,intervention_208,standard_inter_98
89,209,NCT04275947,0,"nCapp, a cell phone-based auto-diagnosis system",Comparator,intervention_210,standard_inter_100
90,210,NCT04275947,0,"nCapp, a cell phone-based auto-diagnosis system",Comparator,intervention_211,standard_inter_100
91,211,NCT04276688,0,Lopinavir/ritonavir,Comparator,intervention_212,standard_inter_15
92,212,NCT04276688,C0035525,Ribavirin,Comparator,intervention_213,standard_inter_101
93,213,NCT04276688,C0244713,Interferon Beta-1B,Comparator,intervention_214,standard_inter_102
94,214,NCT04276688,0,Lopinavir/ritonavir,Comparator,intervention_215,standard_inter_15
95,217,NCT04278404,C2936643,Standard of Care,Comparator,intervention_218,standard_inter_43
96,220,NCT04278963,0,YinHu QingWen Decoction(low dose),Comparator,intervention_221,standard_inter_106
97,221,NCT04278963,C2936643,Standard of Care,Comparator,intervention_222,standard_inter_43
98,222,NCT04278963,C0025123,chinese medicine,Comparator,intervention_223,standard_inter_107
99,223,NCT04278963,C2936643,Standard of Care,Comparator,intervention_224,standard_inter_43
100,227,NCT04279197,0,Vitamin C tablets,Comparator,intervention_228,standard_inter_109
101,228,NCT04279197,C0032042,Placebo,Comparator,intervention_229,standard_inter_4
102,229,NCT04279197,C0220931,Training,Comparator,intervention_230,standard_inter_110
103,230,NCT04279782,0,Comprehensive treatment,Comparator,intervention_231,standard_inter_111
104,231,NCT04279782,0,Comprehensive treatment,Comparator,intervention_232,standard_inter_111
105,236,NCT04280705,C0032042,Placebo,Comparator,intervention_237,standard_inter_4
106,238,NCT04280913,0,retrospective analysis,Comparator,intervention_239,standard_inter_114
107,241,NCT04282135,0,MCC IMS,Comparator,intervention_242,standard_inter_116
108,242,NCT04282135,0,MCC IMS,Comparator,intervention_243,standard_inter_116
109,243,NCT04282135,0,MCC IMS,Comparator,intervention_244,standard_inter_116
110,264,NCT04284046,0,CT score,Comparator,intervention_265,standard_inter_121
111,265,NCT04284046,0,CT score,Comparator,intervention_266,standard_inter_121
112,271,NCT04286503,C0254211,arbidol,Comparator,intervention_272,standard_inter_79
113,272,NCT04286503,0,basic treatment,Comparator,intervention_273,standard_inter_81
114,276,NCT04288102,0,Saline containing 1% Human serum albumin（solution without UC-MSCs）,Comparator,intervention_277,standard_inter_125
115,280,NCT04290871,C0028128,nitric oxide,Comparator,intervention_281,standard_inter_126
116,291,NCT04292730,C2936643,Standard of Care,Comparator,intervention_292,standard_inter_43
117,303,NCT04293692,C0032042,Placebo,Comparator,intervention_304,standard_inter_4
118,307,NCT04295551,0,Lopinavir/ritonavir treatment,Comparator,intervention_308,standard_inter_130
119,310,NCT04296643,0,N95 respirator,Comparator,intervention_311,standard_inter_132
120,313,NCT04298060,C0032042,Placebo,Comparator,intervention_314,standard_inter_4
121,315,NCT04298060,C0032042,Placebo,Comparator,intervention_316,standard_inter_4
122,319,NCT04299711,0,Exposed to the novel coronavirus disease 2019,Comparator,intervention_320,standard_inter_134
123,320,NCT04299711,0,Exposed to the novel coronavirus disease 2019,Comparator,intervention_321,standard_inter_134
124,321,NCT04299711,0,Exposed to the novel coronavirus disease 2019,Comparator,intervention_322,standard_inter_134
125,322,NCT04299711,0,Exposed to the novel coronavirus disease 2019,Comparator,intervention_323,standard_inter_134
126,336,NCT04303507,C0032042,Placebo,Comparator,intervention_337,standard_inter_4
127,337,NCT04304053,C2936643,Standard of Care,Comparator,intervention_338,standard_inter_43
128,341,NCT04304690,0,blood sample,Comparator,intervention_342,standard_inter_141
129,347,NCT04305574,0,Use of social media during COVID-19,Comparator,intervention_348,standard_inter_143
130,353,NCT04306497,0,TCM prescriptions,Comparator,intervention_354,standard_inter_146
131,354,NCT04306497,0,TCM prescriptions,Comparator,intervention_355,standard_inter_146
132,355,NCT04306705,C1609165,Tocilizumab,Comparator,intervention_356,standard_inter_19
133,356,NCT04306705,C2936643,Standard of Care,Comparator,intervention_357,standard_inter_43
134,357,NCT04306705,C2936643,Standard of Care,Comparator,intervention_358,standard_inter_43
135,358,NCT04306705,C3649547,Continuous renal replacement therapy,Comparator,intervention_359,standard_inter_147
136,359,NCT04306705,C2936643,Standard of Care,Comparator,intervention_360,standard_inter_43
137,360,NCT04307459,C2936643,Standard of Care,Comparator,intervention_361,standard_inter_43
138,362,NCT04307693,C0020336,hydroxychloroquine,Comparator,intervention_363,standard_inter_16
139,367,NCT04308668,C0032042,Placebo,Comparator,intervention_368,standard_inter_4
140,369,NCT04310228,C1138226,Favipiravir,Comparator,intervention_370,standard_inter_149
141,370,NCT04310228,C1609165,Tocilizumab,Comparator,intervention_371,standard_inter_19
142,373,NCT04310865,C2945618,yin,Comparator,intervention_374,standard_inter_151
143,374,NCT04310865,C2936643,Standard of Care,Comparator,intervention_375,standard_inter_43
144,376,NCT04311177,C0032042,Placebo,Comparator,intervention_377,standard_inter_4
145,377,NCT04311398,0,New QIAstat-Dx fully automatic multiple PCR detection platform,Comparator,intervention_378,standard_inter_153
146,381,NCT04312009,C0032042,Placebo,Comparator,intervention_382,standard_inter_4
147,382,NCT04312100,0,oxygen treatment,Comparator,intervention_383,standard_inter_154
148,383,NCT04312100,0,oxygen treatment,Comparator,intervention_384,standard_inter_154
149,384,NCT04312100,0,oxygen treatment,Comparator,intervention_385,standard_inter_154
150,387,NCT04312464,0,non,Comparator,intervention_388,standard_inter_155
151,388,NCT04312464,0,non,Comparator,intervention_389,standard_inter_155
152,390,NCT04312997,C0032042,Placebo,Comparator,intervention_391,standard_inter_4
153,392,NCT04313023,C0032042,Placebo,Comparator,intervention_393,standard_inter_4
154,397,NCT04313946,0,Scanning Chest X-rays and performing AI algorithms on images,Comparator,intervention_398,standard_inter_159
155,398,NCT04314817,0,Any drug used to treat Covid-19,Comparator,intervention_399,standard_inter_160
156,410,NCT04315896,C0020336,Hydroxychloroquine,Comparator,intervention_411,standard_inter_16
157,411,NCT04315896,C0032042,Placebo,Comparator,intervention_412,standard_inter_4
158,421,NCT04315948,C2936643,Standard of Care,Comparator,intervention_422,standard_inter_43
159,424,NCT04315948,C2936643,Standard of Care,Comparator,intervention_425,standard_inter_43
160,425,NCT04315948,C0032042,Placebo,Comparator,intervention_426,standard_inter_4
161,427,NCT04315987,C0032042,Placebo,Comparator,intervention_428,standard_inter_4
162,430,NCT04316377,C0596007,Hydroxychloroquine Sulfate,Comparator,intervention_431,standard_inter_164
163,432,NCT04316728,0,VivaDiag™ COVID-19 lgM/IgG Rapid Test,Comparator,intervention_433,standard_inter_165
164,437,NCT04317040,C0032042,Placebo,Comparator,intervention_438,standard_inter_4
165,440,NCT04318015,C0032042,Placebo,Comparator,intervention_441,standard_inter_4
166,442,NCT04318015,C0032042,Placebo,Comparator,intervention_443,standard_inter_4
167,445,NCT04318314,0,COPAN swabbing and blood sample collection,Comparator,intervention_446,standard_inter_168
168,446,NCT04318366,0,Observational Study,Comparator,intervention_447,standard_inter_169
169,449,NCT04318431,0,Data collection and rhinopharyngeal swab,Comparator,intervention_450,standard_inter_170
170,451,NCT04318444,C0032042,Placebo,Comparator,intervention_452,standard_inter_4
171,452,NCT04319211,0,"Determination of physical activity, quality of life, stress levels of isolated people at home with the danger of coronavirus.",Comparator,intervention_453,standard_inter_171
172,457,NCT04319900,C0032042,Placebo,Comparator,intervention_458,standard_inter_4
173,458,NCT04320017,0,"Electrocardiogram, transthoracic echocardiography and clinico-biological parameters in routine care",Comparator,intervention_459,standard_inter_174
174,459,NCT04320056,C2936643,Standard of Care,Comparator,intervention_460,standard_inter_43
175,465,NCT04320277,C4044947,Baricitinib,Comparator,intervention_466,standard_inter_178
176,466,NCT04320472,0,Follow up,Comparator,intervention_467,standard_inter_179
177,467,NCT04320511,0,CT-V,Comparator,intervention_468,standard_inter_180
178,469,NCT04320615,C0032042,Placebo,Comparator,intervention_470,standard_inter_4
179,470,NCT04320732,0,Observation of behavior and COVID-19 infection will be conducted.,Comparator,intervention_471,standard_inter_181
180,471,NCT04320732,0,Observation of behavior and COVID-19 infection will be conducted.,Comparator,intervention_472,standard_inter_181
181,472,NCT04320732,0,Observation of behavior and COVID-19 infection will be conducted.,Comparator,intervention_473,standard_inter_181
182,473,NCT04320732,0,Observation of behavior and COVID-19 infection will be conducted.,Comparator,intervention_474,standard_inter_181
183,474,NCT04320732,0,Observation of behavior and COVID-19 infection will be conducted.,Comparator,intervention_475,standard_inter_181
184,477,NCT04321096,C0032042,Placebo,Comparator,intervention_478,standard_inter_4
185,482,NCT04321278,C0020336,Hydroxychloroquine,Comparator,intervention_483,standard_inter_16
186,484,NCT04321616,0,Remdesivir,Comparator,intervention_485,standard_inter_77
187,485,NCT04321616,C2936643,Standard of Care,Comparator,intervention_486,standard_inter_43
188,486,NCT04321616,C0020336,Hydroxychloroquine,Comparator,intervention_487,standard_inter_16
189,487,NCT04321616,C2936643,Standard of Care,Comparator,intervention_488,standard_inter_43
190,488,NCT04321616,C0020336,Hydroxychloroquine,Comparator,intervention_489,standard_inter_16
191,489,NCT04321616,0,Remdesivir,Comparator,intervention_490,standard_inter_77
192,490,NCT04321811,0,"Observation of patients with known, suspected, or at risk for COVID-19 infection",Comparator,intervention_491,standard_inter_185
193,491,NCT04321928,0,General health education,Comparator,intervention_492,standard_inter_186
194,492,NCT04321928,0,Personalized health education,Comparator,intervention_493,standard_inter_187
195,502,NCT04322344,C2936643,Standard of Care,Comparator,intervention_503,standard_inter_43
196,505,NCT04322396,C0032042,Placebo,Comparator,intervention_506,standard_inter_4
197,506,NCT04322396,C0032042,Placebo,Comparator,intervention_507,standard_inter_4
198,507,NCT04322396,0,Azithromycin,Comparator,intervention_508,standard_inter_51
199,508,NCT04322396,C0020336,Hydroxychloroquine,Comparator,intervention_509,standard_inter_16
200,509,NCT04322513,0,Biomarkers expression,Comparator,intervention_510,standard_inter_190
201,510,NCT04322513,0,Biomarkers expression,Comparator,intervention_511,standard_inter_190
202,513,NCT04322682,C0009262,Colchicine,Comparator,intervention_514,standard_inter_191
203,514,NCT04322682,C0032042,Placebo,Comparator,intervention_515,standard_inter_4
204,521,NCT04322773,C2936643,Standard of Care,Comparator,intervention_522,standard_inter_43
205,522,NCT04322786,0,ACE inhibitor,Comparator,intervention_523,standard_inter_194
206,525,NCT04323228,C0032042,Placebo,Comparator,intervention_526,standard_inter_4
207,530,NCT04323345,C2936643,Standard of Care,Comparator,intervention_531,standard_inter_43
208,532,NCT04323527,0,Chloroquine diphosphate,Comparator,intervention_533,standard_inter_198
209,533,NCT04323527,0,Chloroquine diphosphate,Comparator,intervention_534,standard_inter_198
210,534,NCT04323527,0,Chloroquine diphosphate,Comparator,intervention_535,standard_inter_198
211,535,NCT04323527,0,Chloroquine diphosphate,Comparator,intervention_536,standard_inter_198
212,536,NCT04323592,C0025815,Methylprednisolone,Comparator,intervention_537,standard_inter_50
213,537,NCT04323592,C2936643,Standard of Care,Comparator,intervention_538,standard_inter_43
214,538,NCT04323592,C2936643,Standard of Care,Comparator,intervention_539,standard_inter_43
215,540,NCT04323631,C0020336,hydroxychloroquine,Comparator,intervention_541,standard_inter_16
216,541,NCT04323644,0,Surgery,Comparator,intervention_542,standard_inter_199
217,542,NCT04323787,0,observational,Comparator,intervention_543,standard_inter_200
218,544,NCT04323800,0,SARS-CoV-2 non-immune Plasma,Comparator,intervention_545,standard_inter_201
219,545,NCT04323839,0,Pregnant women under investigation for Coronavirus or diagnosed with COVID-19,Comparator,intervention_546,standard_inter_202
220,546,NCT04323839,0,Postpartum women under investigation for Coronavirus or diagnosed with COVID-19,Comparator,intervention_547,standard_inter_203
221,547,NCT04324021,0,Emapalumab,Comparator,intervention_548,standard_inter_204
222,548,NCT04324021,C0245109,Anakinra,Comparator,intervention_549,standard_inter_18
223,553,NCT04324190,0,Guided online support program,Comparator,intervention_554,standard_inter_205
224,554,NCT04324190,0,WHO recommendations (waiting condition),Comparator,intervention_555,standard_inter_206
225,563,NCT04324528,0,vv-ECMO only (no cytokine adsorption),Comparator,intervention_564,standard_inter_210
226,565,NCT04324606,C2003457,MenACWY,Comparator,intervention_566,standard_inter_212
227,571,NCT04324606,C2003457,MenACWY,Comparator,intervention_572,standard_inter_212
228,574,NCT04324606,C2003457,MenACWY,Comparator,intervention_575,standard_inter_212
229,576,NCT04324606,C2003457,MenACWY,Comparator,intervention_577,standard_inter_212
230,582,NCT04324606,C2003457,MenACWY,Comparator,intervention_583,standard_inter_212
231,583,NCT04324606,0,Paracetamol,Comparator,intervention_584,standard_inter_213
232,586,NCT04324606,C2003457,MenACWY,Comparator,intervention_587,standard_inter_212
233,593,NCT04324736,0,No Intervention,Comparator,intervention_594,standard_inter_214
234,594,NCT04324736,0,No Intervention,Comparator,intervention_595,standard_inter_214
235,595,NCT04324866,0,Nasopharyngeal swab,Comparator,intervention_596,standard_inter_215
236,596,NCT04324866,0,Nasopharyngeal swab,Comparator,intervention_597,standard_inter_215
237,597,NCT04324866,0,Nasopharyngeal swab,Comparator,intervention_598,standard_inter_215
238,604,NCT04325061,C0011777,Dexamethasone,Comparator,intervention_605,standard_inter_217
239,607,NCT04325633,C2936643,Standard of Care,Comparator,intervention_608,standard_inter_43
240,608,NCT04325646,0,Human Biological samples,Comparator,intervention_609,standard_inter_219
241,609,NCT04325646,0,Human Biological samples,Comparator,intervention_610,standard_inter_219
242,610,NCT04325646,0,Human Biological samples,Comparator,intervention_611,standard_inter_219
243,611,NCT04325646,0,Human Biological samples,Comparator,intervention_612,standard_inter_219
244,612,NCT04325646,0,Human Biological samples,Comparator,intervention_613,standard_inter_219
245,613,NCT04325646,0,Human Biological samples,Comparator,intervention_614,standard_inter_219
246,614,NCT04325646,0,Human Biological samples,Comparator,intervention_615,standard_inter_219
247,615,NCT04325646,0,Human Biological samples,Comparator,intervention_616,standard_inter_219
248,616,NCT04325646,0,Human Biological samples,Comparator,intervention_617,standard_inter_219
249,617,NCT04325646,0,Human Biological samples,Comparator,intervention_618,standard_inter_219
250,620,NCT04325893,C0020336,Hydroxychloroquine,Comparator,intervention_621,standard_inter_16
251,621,NCT04325893,C0032042,Placebo,Comparator,intervention_622,standard_inter_4
252,622,NCT04325906,0,high flow nasal cannula (HFNC),Comparator,intervention_623,standard_inter_222
253,630,NCT04326036,0,Centricyte 1000,Comparator,intervention_631,standard_inter_225
254,631,NCT04326036,C0331965,Roche,Comparator,intervention_632,standard_inter_226
255,632,NCT04326036,C0445115,Normal saline,Comparator,intervention_633,standard_inter_227
256,633,NCT04326036,C0445115,Normal saline,Comparator,intervention_634,standard_inter_227
257,641,NCT04326387,0,SAMBA II (Diagnostic for the Real World),Comparator,intervention_642,standard_inter_231
258,642,NCT04326387,C2936643,Standard of Care,Comparator,intervention_643,standard_inter_43
259,643,NCT04326387,0,Cambridge Validated Viral Detection Method,Comparator,intervention_644,standard_inter_232
260,644,NCT04326387,0,Radiological Detection,Comparator,intervention_645,standard_inter_233
261,646,NCT04326426,C0032042,Placebo,Comparator,intervention_647,standard_inter_4
262,648,NCT04326725,C0699177,Plaquenil,Comparator,intervention_649,standard_inter_236
263,651,NCT04326790,C2936643,Standard of Care,Comparator,intervention_652,standard_inter_43
264,652,NCT04326920,C0216231,Sargramostim,Comparator,intervention_653,standard_inter_237
265,653,NCT04326920,C0216231,Sargramostim,Comparator,intervention_654,standard_inter_237
266,654,NCT04326920,0,Control,Comparator,intervention_655,standard_inter_46
267,657,NCT04327206,0,0.9%NaCl,Comparator,intervention_658,standard_inter_239
268,658,NCT04327349,C5383282,Convalescent Plasma,Comparator,intervention_659,standard_inter_220
269,661,NCT04327388,C0032042,Placebo,Comparator,intervention_662,standard_inter_4
270,666,NCT04327570,0,Patient sampling,Comparator,intervention_667,standard_inter_242
271,667,NCT04327570,0,Patient sampling,Comparator,intervention_668,standard_inter_242
272,668,NCT04327804,0,Odd/Even birth year intervention groups,Comparator,intervention_669,standard_inter_243
273,669,NCT04327804,0,Odd/Even birth year intervention groups,Comparator,intervention_670,standard_inter_243
274,671,NCT04328012,C0032042,Placebo,Comparator,intervention_672,standard_inter_4
275,675,NCT04328272,C0020336,hydroxychloroquine,Comparator,intervention_676,standard_inter_16
276,676,NCT04328272,0,Azithromycin 500Mg Oral Tablet,Comparator,intervention_677,standard_inter_244
277,677,NCT04328272,C0017725,glucose,Comparator,intervention_678,standard_inter_245
278,683,NCT04328441,C0032042,Placebo,Comparator,intervention_684,standard_inter_4
279,684,NCT04328454,0,retrospective analysis,Comparator,intervention_685,standard_inter_114
280,687,NCT04328467,C0032042,Placebo,Comparator,intervention_688,standard_inter_4
281,688,NCT04328480,C0009262,Colchicine,Comparator,intervention_689,standard_inter_191
282,689,NCT04328480,C2936643,Standard of Care,Comparator,intervention_690,standard_inter_43
283,690,NCT04328480,C2936643,Standard of Care,Comparator,intervention_691,standard_inter_43
284,693,NCT04328961,0,Ascorbic Acid,Comparator,intervention_694,standard_inter_247
285,696,NCT04329195,0,2: continuation of RAS blocker therapy,Comparator,intervention_697,standard_inter_249
286,699,NCT04329546,0,No Intervention,Comparator,intervention_700,standard_inter_214
287,700,NCT04329546,0,No Intervention,Comparator,intervention_701,standard_inter_214
288,703,NCT04329611,C0020336,Hydroxychloroquine,Comparator,intervention_704,standard_inter_16
289,704,NCT04329611,C0020336,Hydroxychloroquine,Comparator,intervention_705,standard_inter_16
290,706,NCT04329650,C0025815,Methylprednisolone,Comparator,intervention_707,standard_inter_50
291,708,NCT04329832,0,Azithromycin,Comparator,intervention_709,standard_inter_51
292,711,NCT04329923,C0020336,hydroxychloroquine,Comparator,intervention_712,standard_inter_16
293,712,NCT04329923,C0032042,Placebo,Comparator,intervention_713,standard_inter_4
294,714,NCT04329923,C0020336,hydroxychloroquine,Comparator,intervention_715,standard_inter_16
295,716,NCT04329923,C0032042,Placebo,Comparator,intervention_717,standard_inter_4
296,718,NCT04330144,0,No Intervention,Comparator,intervention_719,standard_inter_214
297,719,NCT04330261,0,Exposure (not intervention) - SARS-CoV-2 infection,Comparator,intervention_720,standard_inter_254
298,723,NCT04330300,0,ACE inhibitor,Comparator,intervention_724,standard_inter_194
299,724,NCT04330300,0,Angiotensin receptor blocker,Comparator,intervention_725,standard_inter_257
300,726,NCT04330495,0,Control group,Comparator,intervention_727,standard_inter_259
301,729,NCT04330638,0,Usual Care,Comparator,intervention_730,standard_inter_49
302,730,NCT04330638,C0245109,Anakinra,Comparator,intervention_731,standard_inter_18
303,731,NCT04330638,C1609931,Siltuximab,Comparator,intervention_732,standard_inter_252
304,732,NCT04330638,C0245109,Anakinra,Comparator,intervention_733,standard_inter_18
305,733,NCT04330638,C1609931,Siltuximab,Comparator,intervention_734,standard_inter_252
306,734,NCT04330638,C1609165,Tocilizumab,Comparator,intervention_735,standard_inter_19
307,735,NCT04330638,C0245109,Anakinra,Comparator,intervention_736,standard_inter_18
308,736,NCT04330638,C1609165,Tocilizumab,Comparator,intervention_737,standard_inter_19
309,740,NCT04331054,0,1: Usual practice,Comparator,intervention_741,standard_inter_262
310,742,NCT04331106,0,Online Questionnaire,Comparator,intervention_743,standard_inter_264
311,743,NCT04331171,0,Web application users,Comparator,intervention_744,standard_inter_265
312,747,NCT04331470,0,Lopinavir/Ritonavir + hydoxychloroquine,Comparator,intervention_748,standard_inter_268
313,748,NCT04331509,0,No Intervention,Comparator,intervention_749,standard_inter_214
314,752,NCT04331600,C0162648,Telemedicine,Comparator,intervention_753,standard_inter_34
315,760,NCT04331834,C0032042,Placebo,Comparator,intervention_761,standard_inter_4
316,762,NCT04331899,C0032042,Placebo,Comparator,intervention_763,standard_inter_4
317,763,NCT04332016,0,biological samples collection,Comparator,intervention_764,standard_inter_272
318,770,NCT04332094,C0020336,Hydroxychloroquine,Comparator,intervention_771,standard_inter_16
319,771,NCT04332094,0,Azithromycin,Comparator,intervention_772,standard_inter_51
320,773,NCT04332107,C0032042,Placebo,Comparator,intervention_774,standard_inter_4
321,775,NCT04332666,C0032042,Placebo,Comparator,intervention_776,standard_inter_4
322,779,NCT04332835,C2936643,Standard of Care,Comparator,intervention_780,standard_inter_43
323,780,NCT04332991,C0020336,Hydroxychloroquine,Comparator,intervention_781,standard_inter_16
