,Unnamed: 0,nctid,CUI,standard_name,measure_type,measure_id,standard_measuer_id
67,171,NCT04261517,C0020336,Hydroxychloroquine,Experimental,intervention_172,standard_inter_16
68,173,NCT04261907,C0292818,ritonavir,Experimental,intervention_174,standard_inter_85
69,175,NCT04263402,C0025815,Methylprednisolone,Experimental,intervention_176,standard_inter_50
70,176,NCT04263402,C0025815,Methylprednisolone,Experimental,intervention_177,standard_inter_50
71,177,NCT04264533,0,VC,Experimental,intervention_178,standard_inter_87
72,179,NCT04264858,C0030705,Patients,Experimental,intervention_180,standard_inter_89
73,181,NCT04268537,C2936643,Standard of Care,Experimental,intervention_182,standard_inter_43
74,182,NCT04268537,C2936643,Standard of Care,Experimental,intervention_183,standard_inter_43
75,184,NCT04269525,0,UC-MSCs,Experimental,intervention_185,standard_inter_91
76,189,NCT04273321,C0025815,Methylprednisolone,Experimental,intervention_190,standard_inter_50
77,192,NCT04273529,C0039736,thalidomide,Experimental,intervention_193,standard_inter_92
78,194,NCT04273581,0,Thalidomide,Experimental,intervention_195,standard_inter_93
79,195,NCT04273646,0,UC-MSCs,Experimental,intervention_196,standard_inter_91
80,197,NCT04273763,C0005647,bromhexine hydrochloride,Experimental,intervention_198,standard_inter_94
81,198,NCT04273763,C3853628,Granule,Experimental,intervention_199,standard_inter_73
82,199,NCT04273763,0,Recombinant Human Interferon α2b Spray,Experimental,intervention_200,standard_inter_95
83,204,NCT04275245,C1272883,Injection,Experimental,intervention_205,standard_inter_97
84,208,NCT04275414,C4019040,Bevacizumab Injection,Experimental,intervention_209,standard_inter_99
85,215,NCT04276896,0,Injection and infusion of LV-SMENP-DC vaccine and antigen-specific CTLs,Experimental,intervention_216,standard_inter_103
86,216,NCT04276987,0,MSCs-derived exosomes,Experimental,intervention_217,standard_inter_104
87,218,NCT04278963,0,YinHu QingWen Decoction,Experimental,intervention_219,standard_inter_105
88,219,NCT04278963,C2936643,Standard of Care,Experimental,intervention_220,standard_inter_43
89,224,NCT04279197,C2607355,fuzheng huayu,Experimental,intervention_225,standard_inter_108
90,225,NCT04279197,0,Vitamin C tablets,Experimental,intervention_226,standard_inter_109
91,226,NCT04279197,C0220931,Training,Experimental,intervention_227,standard_inter_110
92,232,NCT04280224,0,NK Cells,Experimental,intervention_233,standard_inter_112
93,234,NCT04280588,C2938759,Fingolimod 0.5 mg,Experimental,intervention_235,standard_inter_113
94,237,NCT04280705,0,Remdesivir,Experimental,intervention_238,standard_inter_77
95,239,NCT04281693,C2936643,Standard of Care,Experimental,intervention_240,standard_inter_43
96,240,NCT04281693,0,New screening strategy,Experimental,intervention_241,standard_inter_115
97,244,NCT04282902,0,pirfenidone,Experimental,intervention_245,standard_inter_117
98,246,NCT04283461,0,mRNA-1273,Experimental,intervention_247,standard_inter_118
99,247,NCT04283461,0,mRNA-1273,Experimental,intervention_248,standard_inter_118
100,248,NCT04283461,0,mRNA-1273,Experimental,intervention_249,standard_inter_118
101,249,NCT04283461,0,mRNA-1273,Experimental,intervention_250,standard_inter_118
102,250,NCT04283461,0,mRNA-1273,Experimental,intervention_251,standard_inter_118
103,251,NCT04283461,0,mRNA-1273,Experimental,intervention_252,standard_inter_118
104,252,NCT04283461,0,mRNA-1273,Experimental,intervention_253,standard_inter_118
105,253,NCT04283461,0,mRNA-1273,Experimental,intervention_254,standard_inter_118
106,254,NCT04283461,0,mRNA-1273,Experimental,intervention_255,standard_inter_118
107,255,NCT04283461,0,mRNA-1273,Experimental,intervention_256,standard_inter_118
108,256,NCT04283461,0,mRNA-1273,Experimental,intervention_257,standard_inter_118
109,257,NCT04283461,0,mRNA-1273,Experimental,intervention_258,standard_inter_118
110,258,NCT04283461,0,mRNA-1273,Experimental,intervention_259,standard_inter_118
111,259,NCT04283461,0,mRNA-1273,Experimental,intervention_260,standard_inter_118
112,260,NCT04283461,0,mRNA-1273,Experimental,intervention_261,standard_inter_118
113,261,NCT04283825,0,Psychological and physical rehabilitation based humanistic care,Experimental,intervention_262,standard_inter_119
114,263,NCT04283838,0,Humanistic Care,Experimental,intervention_264,standard_inter_120
115,266,NCT04285190,0,T89,Experimental,intervention_267,standard_inter_122
116,269,NCT04286503,0,Carrimycin,Experimental,intervention_270,standard_inter_123
117,270,NCT04286503,0,basic treatment,Experimental,intervention_271,standard_inter_81
118,273,NCT04287686,0,Recombinant human angiotensin-converting enzyme 2 (rhACE2),Experimental,intervention_274,standard_inter_124
119,275,NCT04288102,0,UC-MSCs,Experimental,intervention_276,standard_inter_91
120,277,NCT04290858,C0028128,Nitric Oxide,Experimental,intervention_278,standard_inter_126
121,279,NCT04290871,C0028128,nitric oxide,Experimental,intervention_280,standard_inter_126
122,281,NCT04291053,0,Huaier Granule,Experimental,intervention_282,standard_inter_127
123,283,NCT04291729,C3652465,Interferon,Experimental,intervention_284,standard_inter_128
124,287,NCT04292730,0,Remdesivir,Experimental,intervention_288,standard_inter_77
125,288,NCT04292730,C2936643,Standard of Care,Experimental,intervention_289,standard_inter_43
126,289,NCT04292730,0,Remdesivir,Experimental,intervention_290,standard_inter_77
127,290,NCT04292730,C2936643,Standard of Care,Experimental,intervention_291,standard_inter_43
128,292,NCT04292730,0,Remdesivir,Experimental,intervention_293,standard_inter_77
129,293,NCT04292730,C2936643,Standard of Care,Experimental,intervention_294,standard_inter_43
130,294,NCT04292899,0,Remdesivir,Experimental,intervention_295,standard_inter_77
131,295,NCT04292899,C2936643,Standard of Care,Experimental,intervention_296,standard_inter_43
132,296,NCT04292899,0,Remdesivir,Experimental,intervention_297,standard_inter_77
133,297,NCT04292899,C2936643,Standard of Care,Experimental,intervention_298,standard_inter_43
134,298,NCT04292899,0,Remdesivir,Experimental,intervention_299,standard_inter_77
135,299,NCT04292899,C2936643,Standard of Care,Experimental,intervention_300,standard_inter_43
136,300,NCT04292899,0,Remdesivir,Experimental,intervention_301,standard_inter_77
137,301,NCT04292899,C2936643,Standard of Care,Experimental,intervention_302,standard_inter_43
138,302,NCT04293692,0,UC-MSCs,Experimental,intervention_303,standard_inter_91
139,304,NCT04293887,0,Recombinant human interferon α1β,Experimental,intervention_305,standard_inter_129
140,306,NCT04295551,C1272883,Injection,Experimental,intervention_307,standard_inter_97
141,308,NCT04295551,C1272883,Injection,Experimental,intervention_309,standard_inter_97
142,309,NCT04296643,0,Medical Mask,Experimental,intervention_310,standard_inter_131
143,311,NCT04298060,C2003387,DAS181,Experimental,intervention_312,standard_inter_48
144,312,NCT04298060,C2003387,DAS181,Experimental,intervention_313,standard_inter_48
145,314,NCT04298060,C2003387,DAS181,Experimental,intervention_315,standard_inter_48
146,316,NCT04298060,C2003387,DAS181,Experimental,intervention_317,standard_inter_48
147,317,NCT04299152,0,Stem Cell Educator-Treated Mononuclear Cells Apheresis,Experimental,intervention_318,standard_inter_133
148,323,NCT04299724,0,Pathogen-specific aAPC,Experimental,intervention_324,standard_inter_135
149,324,NCT04302519,0,Dental pulp mesenchymal stem cells,Experimental,intervention_325,standard_inter_136
150,327,NCT04303299,C0442027,Oral,Experimental,intervention_328,standard_inter_137
151,328,NCT04303299,C0442027,Oral,Experimental,intervention_329,standard_inter_137
152,329,NCT04303299,C0442027,Oral,Experimental,intervention_330,standard_inter_137
153,330,NCT04303299,C0442027,Oral,Experimental,intervention_331,standard_inter_137
154,331,NCT04303299,C0442027,Oral,Experimental,intervention_332,standard_inter_137
155,332,NCT04303299,C0442027,Oral,Experimental,intervention_333,standard_inter_137
156,333,NCT04303299,C0442027,Oral,Experimental,intervention_334,standard_inter_137
157,335,NCT04303507,C0008269,chloroquine,Experimental,intervention_336,standard_inter_138
158,338,NCT04304053,0,Treatment and prophylaxis,Experimental,intervention_339,standard_inter_139
159,339,NCT04304053,C2936643,Standard of Care,Experimental,intervention_340,standard_inter_43
160,340,NCT04304313,C0724693,sildenafil citrate,Experimental,intervention_341,standard_inter_140
161,342,NCT04305106,C0796392,Bevacizumab,Experimental,intervention_343,standard_inter_142
162,344,NCT04305457,C0028128,Nitric Oxide,Experimental,intervention_345,standard_inter_126
163,346,NCT04305457,C0028128,Nitric Oxide,Experimental,intervention_347,standard_inter_126
164,348,NCT04306055,0,Questionnaire with precaution information,Experimental,intervention_349,standard_inter_144
165,349,NCT04306055,0,Experimental: Questionnaire without precaution information,Experimental,intervention_350,standard_inter_145
166,351,NCT04306393,C0028128,nitric oxide,Experimental,intervention_352,standard_inter_126
167,361,NCT04307693,0,Lopinavir/ritonavir,Experimental,intervention_362,standard_inter_15
168,364,NCT04308317,C0076316,Tetrandrine,Experimental,intervention_365,standard_inter_148
169,366,NCT04308668,C0020336,Hydroxychloroquine,Experimental,intervention_367,standard_inter_16
170,368,NCT04310228,C1138226,favipiravir,Experimental,intervention_369,standard_inter_149
171,371,NCT04310865,0,Yinhu Qingwen Granula,Experimental,intervention_372,standard_inter_150
172,372,NCT04310865,C2936643,Standard of Care,Experimental,intervention_373,standard_inter_43
173,375,NCT04311177,C0126174,Losartan,Experimental,intervention_376,standard_inter_152
174,378,NCT04311697,C2936643,Standard of Care,Experimental,intervention_379,standard_inter_43
175,379,NCT04311697,C2936643,Standard of Care,Experimental,intervention_380,standard_inter_43
176,380,NCT04312009,C0126174,Losartan,Experimental,intervention_381,standard_inter_152
177,385,NCT04312243,C0028128,nitric oxide,Experimental,intervention_386,standard_inter_126
178,389,NCT04312997,C1154181,Inhalation Solution,Experimental,intervention_390,standard_inter_156
179,391,NCT04313023,C1154181,Inhalation Solution,Experimental,intervention_392,standard_inter_156
180,393,NCT04313127,0,Recombinant Novel Coronavirus Vaccine (Adenovirus Type 5 Vector),Experimental,intervention_394,standard_inter_157
181,394,NCT04313127,0,Recombinant Novel Coronavirus Vaccine (Adenovirus Type 5 Vector),Experimental,intervention_395,standard_inter_157
182,395,NCT04313127,0,Recombinant Novel Coronavirus Vaccine (Adenovirus Type 5 Vector),Experimental,intervention_396,standard_inter_157
183,396,NCT04313322,0,WJ-MSCs,Experimental,intervention_397,standard_inter_158
184,399,NCT04315298,C3885145,Sarilumab,Experimental,intervention_400,standard_inter_20
185,400,NCT04315298,C0032042,Placebo,Experimental,intervention_401,standard_inter_4
186,401,NCT04315298,C3885145,Sarilumab,Experimental,intervention_402,standard_inter_20
187,402,NCT04315298,C0032042,Placebo,Experimental,intervention_403,standard_inter_4
188,403,NCT04315298,C3885145,Sarilumab,Experimental,intervention_404,standard_inter_20
189,404,NCT04315298,C0032042,Placebo,Experimental,intervention_405,standard_inter_4
190,405,NCT04315298,C3885145,Sarilumab,Experimental,intervention_406,standard_inter_20
191,406,NCT04315298,C0032042,Placebo,Experimental,intervention_407,standard_inter_4
192,407,NCT04315298,C3885145,Sarilumab,Experimental,intervention_408,standard_inter_20
193,408,NCT04315298,C0032042,Placebo,Experimental,intervention_409,standard_inter_4
194,409,NCT04315480,C1609165,Tocilizumab,Experimental,intervention_410,standard_inter_19
195,412,NCT04315948,0,Remdesivir,Experimental,intervention_413,standard_inter_77
196,413,NCT04315948,C2936643,Standard of Care,Experimental,intervention_414,standard_inter_43
197,414,NCT04315948,0,Lopinavir/ritonavir,Experimental,intervention_415,standard_inter_15
198,415,NCT04315948,C2936643,Standard of Care,Experimental,intervention_416,standard_inter_43
199,416,NCT04315948,0,Lopinavir/ritonavir,Experimental,intervention_417,standard_inter_15
200,417,NCT04315948,C0254119,Interferon Beta-1A,Experimental,intervention_418,standard_inter_161
201,418,NCT04315948,C2936643,Standard of Care,Experimental,intervention_419,standard_inter_43
202,419,NCT04315948,C0020336,Hydroxychloroquine,Experimental,intervention_420,standard_inter_16
203,420,NCT04315948,C2936643,Standard of Care,Experimental,intervention_421,standard_inter_43
204,422,NCT04315948,C2936643,Standard of Care,Experimental,intervention_423,standard_inter_43
205,423,NCT04315948,0,AZD7442,Experimental,intervention_424,standard_inter_162
206,426,NCT04315987,0,NestaCell®,Experimental,intervention_427,standard_inter_163
207,436,NCT04317040,0,CD24Fc,Experimental,intervention_437,standard_inter_166
208,438,NCT04317092,C4019050,Tocilizumab Injection,Experimental,intervention_439,standard_inter_167
209,439,NCT04318015,C0020336,Hydroxychloroquine,Experimental,intervention_440,standard_inter_16
210,441,NCT04318015,C0020336,Hydroxychloroquine,Experimental,intervention_442,standard_inter_16
211,450,NCT04318444,C0020336,Hydroxychloroquine,Experimental,intervention_451,standard_inter_16
212,453,NCT04319445,0,Mindfulness session(s),Experimental,intervention_454,standard_inter_172
213,454,NCT04319731,0,Human Amniotic Fluid,Experimental,intervention_455,standard_inter_173
214,455,NCT04319900,C1138226,favipiravir,Experimental,intervention_456,standard_inter_149
215,456,NCT04319900,C1138226,favipiravir,Experimental,intervention_457,standard_inter_149
216,460,NCT04320056,0,Automated oxygen administration - FreeO2,Experimental,intervention_461,standard_inter_175
217,461,NCT04320238,0,recombinant human interferon Alpha-1b,Experimental,intervention_462,standard_inter_176
218,462,NCT04320238,0,recombinant human interferon Alpha-1b,Experimental,intervention_463,standard_inter_176
219,463,NCT04320238,0,thymosin alpha 1,Experimental,intervention_464,standard_inter_177
220,464,NCT04320277,C4044947,Baricitinib,Experimental,intervention_465,standard_inter_178
221,468,NCT04320615,C1609165,tocilizumab,Experimental,intervention_469,standard_inter_19
222,476,NCT04320953,0,Non-contact MCE system,Experimental,intervention_477,standard_inter_182
223,478,NCT04321096,0,Camostat Mesilate,Experimental,intervention_479,standard_inter_183
224,479,NCT04321174,0,Lopinavir/ritonavir,Experimental,intervention_480,standard_inter_15
225,481,NCT04321278,C0020336,hydroxychloroquine,Experimental,intervention_482,standard_inter_16
226,483,NCT04321421,C0032105,Plasma,Experimental,intervention_484,standard_inter_184
227,493,NCT04321993,C4044947,baricitinib,Experimental,intervention_494,standard_inter_178
228,495,NCT04322123,C3218900,Hydroxychloroquine Oral Product,Experimental,intervention_496,standard_inter_188
229,496,NCT04322123,C0020336,hydroxychloroquine,Experimental,intervention_497,standard_inter_16
230,500,NCT04322344,C0014838,Escin,Experimental,intervention_501,standard_inter_189
231,501,NCT04322344,C2936643,Standard of Care,Experimental,intervention_502,standard_inter_43
232,503,NCT04322344,C0014838,Escin,Experimental,intervention_504,standard_inter_189
233,504,NCT04322344,C2936643,Standard of Care,Experimental,intervention_505,standard_inter_43
234,511,NCT04322565,C0009262,Colchicine,Experimental,intervention_512,standard_inter_191
235,515,NCT04322773,C3272237,roactemra,Experimental,intervention_516,standard_inter_192
236,516,NCT04322773,C2936643,Standard of Care,Experimental,intervention_517,standard_inter_43
237,517,NCT04322773,C3272237,roactemra,Experimental,intervention_518,standard_inter_192
238,518,NCT04322773,C2936643,Standard of Care,Experimental,intervention_519,standard_inter_43
239,519,NCT04322773,C4476350,Kevzara,Experimental,intervention_520,standard_inter_193
240,520,NCT04322773,C2936643,Standard of Care,Experimental,intervention_521,standard_inter_43
241,524,NCT04323228,0,Oral supplement enriched in antioxidants,Experimental,intervention_525,standard_inter_195
242,526,NCT04323332,C0025124,Traditional Chinese Medicine,Experimental,intervention_527,standard_inter_196
243,528,NCT04323345,0,Natural Honey,Experimental,intervention_529,standard_inter_197
244,529,NCT04323345,C2936643,Standard of Care,Experimental,intervention_530,standard_inter_43
245,531,NCT04323514,0,Vitamin C,Experimental,intervention_532,standard_inter_21
246,539,NCT04323631,C0020336,Hydroxychloroquine,Experimental,intervention_540,standard_inter_16
247,543,NCT04323800,C0032105,Plasma,Experimental,intervention_544,standard_inter_184
248,550,NCT04324073,C3885145,Sarilumab,Experimental,intervention_551,standard_inter_20
249,552,NCT04324190,0,Guided online support program,Experimental,intervention_553,standard_inter_205
250,556,NCT04324463,C0009262,Colchicine,Experimental,intervention_557,standard_inter_191
251,557,NCT04324463,C0015980,Interferon-Beta,Experimental,intervention_558,standard_inter_207
252,558,NCT04324463,C0004057,Aspirin,Experimental,intervention_559,standard_inter_28
253,559,NCT04324463,C1739768,Rivaroxaban,Experimental,intervention_560,standard_inter_208
254,561,NCT04324489,C2003387,DAS181,Experimental,intervention_562,standard_inter_48
255,562,NCT04324528,0,vv-ECMO + cytokine adsorption (Cytosorb adsorber),Experimental,intervention_563,standard_inter_209
256,564,NCT04324606,C5383287,ChAdOx1 nCoV-19,Experimental,intervention_565,standard_inter_211
257,566,NCT04324606,C5383287,ChAdOx1 nCoV-19,Experimental,intervention_567,standard_inter_211
258,567,NCT04324606,C5383287,ChAdOx1 nCoV-19,Experimental,intervention_568,standard_inter_211
259,568,NCT04324606,C2003457,MenACWY,Experimental,intervention_569,standard_inter_212
260,569,NCT04324606,C5383287,ChAdOx1 nCoV-19,Experimental,intervention_570,standard_inter_211
261,570,NCT04324606,C5383287,ChAdOx1 nCoV-19,Experimental,intervention_571,standard_inter_211
262,572,NCT04324606,C5383287,ChAdOx1 nCoV-19,Experimental,intervention_573,standard_inter_211
263,573,NCT04324606,C5383287,ChAdOx1 nCoV-19,Experimental,intervention_574,standard_inter_211
264,575,NCT04324606,C5383287,ChAdOx1 nCoV-19,Experimental,intervention_576,standard_inter_211
265,577,NCT04324606,C5383287,ChAdOx1 nCoV-19,Experimental,intervention_578,standard_inter_211
266,578,NCT04324606,C5383287,ChAdOx1 nCoV-19,Experimental,intervention_579,standard_inter_211
267,579,NCT04324606,C5383287,ChAdOx1 nCoV-19,Experimental,intervention_580,standard_inter_211
268,580,NCT04324606,C5383287,ChAdOx1 nCoV-19,Experimental,intervention_581,standard_inter_211
269,581,NCT04324606,0,Paracetamol,Experimental,intervention_582,standard_inter_213
270,584,NCT04324606,C5383287,ChAdOx1 nCoV-19,Experimental,intervention_585,standard_inter_211
271,585,NCT04324606,C5383287,ChAdOx1 nCoV-19,Experimental,intervention_586,standard_inter_211
272,587,NCT04324606,C5383287,ChAdOx1 nCoV-19,Experimental,intervention_588,standard_inter_211
273,588,NCT04324606,C5383287,ChAdOx1 nCoV-19,Experimental,intervention_589,standard_inter_211
274,589,NCT04324606,C2003457,MenACWY,Experimental,intervention_590,standard_inter_212
275,590,NCT04324606,C5383287,ChAdOx1 nCoV-19,Experimental,intervention_591,standard_inter_211
276,598,NCT04324996,0,"NK cells,IL15-NK cells,NKG2D CAR-NK cells,ACE2 CAR-NK cells,NKG2D-ACE2 CAR-NK cells",Experimental,intervention_599,standard_inter_216
277,599,NCT04324996,0,"NK cells,IL15-NK cells,NKG2D CAR-NK cells,ACE2 CAR-NK cells,NKG2D-ACE2 CAR-NK cells",Experimental,intervention_600,standard_inter_216
278,600,NCT04324996,0,"NK cells,IL15-NK cells,NKG2D CAR-NK cells,ACE2 CAR-NK cells,NKG2D-ACE2 CAR-NK cells",Experimental,intervention_601,standard_inter_216
279,601,NCT04324996,0,"NK cells,IL15-NK cells,NKG2D CAR-NK cells,ACE2 CAR-NK cells,NKG2D-ACE2 CAR-NK cells",Experimental,intervention_602,standard_inter_216
280,602,NCT04324996,0,"NK cells,IL15-NK cells,NKG2D CAR-NK cells,ACE2 CAR-NK cells,NKG2D-ACE2 CAR-NK cells",Experimental,intervention_603,standard_inter_216
281,605,NCT04325633,C0027396,naproxen,Experimental,intervention_606,standard_inter_218
282,606,NCT04325633,C2936643,Standard of Care,Experimental,intervention_607,standard_inter_43
283,618,NCT04325672,C5383282,Convalescent Plasma,Experimental,intervention_619,standard_inter_220
284,619,NCT04325867,0,Tele-medicine platform,Experimental,intervention_620,standard_inter_221
285,623,NCT04325906,0,high flow nasal cannula (HFNC),Experimental,intervention_624,standard_inter_222
286,624,NCT04325906,0,Prone positioning (PP),Experimental,intervention_625,standard_inter_223
287,625,NCT04326036,C0927195,Stroma,Experimental,intervention_626,standard_inter_224
288,626,NCT04326036,0,Centricyte 1000,Experimental,intervention_627,standard_inter_225
289,627,NCT04326036,C0331965,Roche,Experimental,intervention_628,standard_inter_226
290,628,NCT04326036,C0445115,Normal saline,Experimental,intervention_629,standard_inter_227
291,629,NCT04326036,C0445115,Normal saline,Experimental,intervention_630,standard_inter_227
292,634,NCT04326075,0,CPAP treatment,Experimental,intervention_635,standard_inter_228
293,636,NCT04326114,0,Inspiratory training device,Experimental,intervention_637,standard_inter_229
294,637,NCT04326114,0,Expiratory training device,Experimental,intervention_638,standard_inter_230
295,645,NCT04326426,C4519147,Tradipitant,Experimental,intervention_646,standard_inter_234
296,647,NCT04326452,0,bidirectional oxygenation mouthpiece,Experimental,intervention_648,standard_inter_235
297,649,NCT04326790,C0009262,Colchicine,Experimental,intervention_650,standard_inter_191
298,650,NCT04326790,C2936643,Standard of Care,Experimental,intervention_651,standard_inter_43
299,656,NCT04327206,C0004886,BCG Vaccine,Experimental,intervention_657,standard_inter_238
300,659,NCT04327388,C4519528,SAR153191,Experimental,intervention_660,standard_inter_240
301,660,NCT04327388,C4519528,SAR153191,Experimental,intervention_661,standard_inter_240
302,662,NCT04327401,C0011777,Dexamethasone,Experimental,intervention_663,standard_inter_217
303,664,NCT04327505,0,Hyperbaric oxygen,Experimental,intervention_665,standard_inter_241
304,670,NCT04328012,C0126174,Losartan,Experimental,intervention_671,standard_inter_152
305,672,NCT04328129,0,Human biological samples,Experimental,intervention_673,standard_inter_219
306,673,NCT04328129,0,Human biological samples,Experimental,intervention_674,standard_inter_219
307,674,NCT04328272,C0020336,hydroxychloroquine,Experimental,intervention_675,standard_inter_16
308,678,NCT04328285,C0020336,Hydroxychloroquine,Experimental,intervention_679,standard_inter_16
309,679,NCT04328285,C0032042,Placebo,Experimental,intervention_680,standard_inter_4
310,680,NCT04328285,C0674432,lopinavir,Experimental,intervention_681,standard_inter_78
311,681,NCT04328285,C0032042,Placebo,Experimental,intervention_682,standard_inter_4
